Title,Organisations,Link,Uploaded On,Opportunity Type,Status,Applied,Application Deadline,Impressions,Eligibility,Category,Region,Days Until Deadline,Is Online,Total Impressions,Application Status
CoDecode Competition,"Rajiv Gandhi Institute of Petroleum Technology (RGIPT), Jais, Uttar Pradesh",https://unstop.com/hackathons/codecode-competition-urjotsav-2k24-the-annual-technical-fest-of-rgipt-rajiv-gandhi-institute-of-petroleum-tec-1153265,2024-09-12 00:00:00,hackathons,open,97,1970-01-01 00:00:00.000000028,31333,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, College Festival, Hackathon, Others, Strategy","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, College Festival, Hackathon, Others, Strategy",offline,-19978,0,31430,0
Code Rush,Gurugram University,https://unstop.com/hackathons/code-rush-gurugram-university-1144618,2024-08-30 06:00:00,hackathons,open,903,1970-01-01 00:00:00.000000005,78489,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals",offline,-19966,0,79392,0
Navonmesh 2.0 - A National Level Hackathon,"Shri Shankaracharya Institute of Professional Management and Technology, Raipur",https://unstop.com/hackathons/navonmesh-20-a-national-level-hackathon-shri-shankaracharya-institute-of-professional-management-and-technolo-1143071,2024-08-28 00:00:00,hackathons,open,1180,1970-01-01 00:00:00.000000001,117153,"Hackathon, All","Hackathon, All",offline,-19963,0,118333,0
Bit N Build Around The World 2024,Google Developer Student Clubs - CRCE,https://unstop.com/hackathons/bit-n-build-around-the-world-2024-google-developer-student-clubs-crce-1127441,2024-08-15 00:00:00,hackathons,open,2376,1970-01-01 00:00:00.000000010,138242,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",offline,-19950,0,140618,0
Pixel Wizard,"Sant Longowal Institute of Engineering and Technology, Longowal, Punjab",https://unstop.com/hackathons/pixel-wizard-sant-longowaal-institute-of-engineering-and-technology-934072,2024-03-17 00:00:00,hackathons,open,3235,1970-01-01 00:00:00.000000008,213503,"College Festival, Coding Challenge, Hackathon, All","College Festival, Coding Challenge, Hackathon, All",online,-19799,1,216738,0
AI of GOD 3.0,Indian Institute of Technology (Indian School of Mines),https://unstop.com/hackathons/ai-of-god-30-concetto24-indian-institute-of-technology-indian-school-of-mines-1169423,2024-09-25 00:00:00,hackathons,closed,354,2099-12-31 00:00:00.000000000,24689,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Data Science, Presentation, Data Analytics","Engineering Students, MBA Students, Undergraduate, Postgraduate, Data Science, Presentation, Data Analytics",online,27490,1,25043,0
Hackatron,"Atal Bihari Vajpayee - Indian Institute of Information Technology and Management, Gwalior",https://unstop.com/hackathons/hackatron-atal-bihari-vajpayee-indian-institute-of-information-technology-and-management-gwalior-1168615,2024-09-24 00:00:00,hackathons,closed,351,2099-12-31 00:00:00.000000000,18726,"Hackathon, All","Hackathon, All",offline,27491,0,19077,0
Code Complete!,"MKSSS's Cummins college of Engineering for Women, Pune, Maharashtra",https://unstop.com/hackathons/code-complete-mkssss-cummins-college-of-engineering-for-women-pune-maharashtra-1162201,2024-09-18 00:00:00,hackathons,closed,242,2099-12-31 00:00:00.000000000,30247,"Coding Challenge, All","Coding Challenge, All",online,27497,1,30489,0
XavSpark - The Ultimate Business Hackathon,"St. Xavier's University, Kolkata",https://unstop.com/hackathons/xavspark-the-ultimate-business-hackathon-st-xavier-university-kolkata-1148644,2024-09-05 00:00:00,hackathons,closed,1656,2099-12-31 00:00:00.000000000,77031,"Business Plan, Hackathon, Startup fair, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals","Business Plan, Hackathon, Startup fair, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals",online,27510,1,78687,0
siNUsoid v8: Code Hive Hackathon | Blockchain and Web3 | Hybrid Hackathon |2024,NIIT University,https://unstop.com/hackathons/sinusoid-v8-code-hive-hackathon-blockchain-and-web3-hybrid-hackathon-2024-sinusoid-v8-niit-university-1150413,2024-09-07 00:00:00,,closed,187,2099-12-31 00:00:00.000000000,36259,"Hackathon, Coding Challenge, College Festival, All","Hackathon, Coding Challenge, College Festival, All",offline,27508,0,36446,0
BitBlitz: Bit by Bit Breakthroughs | Hybrid Hackathon | 2024,"Symbiosis Institute of Technology (SIT), Pune",https://unstop.com/hackathons/bitblitz-bit-by-bit-breakthroughs-hybrid-hackathon-2024-symbiosis-institute-of-technology-sit-pune-1150156,2024-09-07 00:00:00,hackathons,closed,578,2099-12-31 00:00:00.000000000,65542,"Coding Challenge, Hackathon, All","Coding Challenge, Hackathon, All",online,27508,1,66120,0
Vyto HackClash 1.0,"I.T.S Engineering College (ITSEC), Greater Noida",https://unstop.com/hackathons/vyto-hackclash-10-vyto-blitz-10-its-engineering-college-itsec-greater-noida-1148685,2024-09-06 00:00:00,,closed,745,2099-12-31 00:00:00.000000000,105028,"College Festival, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals, Hackathon","College Festival, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals, Hackathon",offline,27509,0,105773,0
Ethos 2024,"Indian Institute of Technology (IIT), Guwahati",https://unstop.com/hackathons/ethos-2024-iit-guwahati-1146945,2024-09-03 14:00:00,,closed,2200,2099-12-31 00:00:00.000000000,83809,"All, Coding Challenge, Hackathon, College Festival","All, Coding Challenge, Hackathon, College Festival",offline,27511,0,86009,0
Smart Industry 4.0 Hackathon 2024,Chennai Institute of Technology,https://unstop.com/hackathons/smart-industry-40-hackathon-2024-chennai-institute-of-technology-1139881,2024-08-22 00:00:00,hackathons,closed,5581,2099-12-31 00:00:00.000000000,134988,"Hackathon, All","Hackathon, All",offline,27524,0,140569,0
Medecro HealthHack 2024,Medecro.ai,https://unstop.com/hackathons/healthhack-2024-medecroai-1088025,2024-07-23 00:00:00,,closed,1601,2099-12-31 00:00:00.000000000,100880,"All, Hackathon","All, Hackathon",online,27554,1,102481,0
Flipkart GRiD 6.0 - Robotics Challenge,Flipkart,https://unstop.com/hackathons/flipkart-grid-60-robotics-challenge-flipkart-grid-60-flipkart-1024253,2024-06-05 12:00:32,hackathons,closed,19242,2099-12-31 00:00:00.000000000,631263,"Engineering Students, Postgraduate, Undergraduate, Robotics","Engineering Students, Postgraduate, Undergraduate, Robotics",online,27601,1,650505,0
Flipkart GRiD 6.0 - Software Development Track,Flipkart,https://unstop.com/hackathons/flipkart-grid-60-software-development-track-flipkart-grid-60-flipkart-1024247,2024-07-05 11:00:19,hackathons,closed,484302,2099-12-31 00:00:00.000000000,18662610,"Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate",online,27571,1,19146912,0
Bid By Bit,K.J Somaiya College of Engineering,https://unstop.com/hackathons/bid-by-bit-kj-somaiya-college-of-engineering-1176115,2024-10-08 00:00:00,,recent,16,1970-01-01 00:00:00.000000002,1997,"Strategy, Coding Challenge, Hackathon, College Festival, All","Strategy, Coding Challenge, Hackathon, College Festival, All",offline,-20004,0,2013,1
CraftNCode (State level for UP and Maharshtra),"International Institute of Information Technology (IIIT), Bhubaneswar",https://unstop.com/hackathons/craftncode-state-level-for-up-and-maharshtra-d3-techno-management-fest-international-institute-of-information-1175823,2024-10-08 00:00:00,,recent,0,1970-01-01 00:00:00.000000009,6577,"Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate",offline,-20004,0,6577,1
Datamatics Hackathon,"Indian Institute of Technology (IIT), Bombay",https://unstop.com/hackathons/datamatics-hackathon-iit-bombay-1147972,2024-09-04 00:00:00,,recent,63,1970-01-01 00:00:00.000000021,6669,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Awards, College Festival","Engineering Students, MBA Students, Undergraduate, Postgraduate, Awards, College Festival",online,-19970,1,6732,1
SARCathon 2024 - Hackathon,"Indian Institute of Technology (IIT), Bombay",https://unstop.com/hackathons/sarcathon-2024-hackathon-sarcathon-iit-bombay-1176090,2024-10-08 00:00:00,,recent,39,1970-01-01 00:00:00.000000002,5840,"All, Coding Challenge, Hackathon","All, Coding Challenge, Hackathon",online,-20004,1,5879,1
Hackathon at Engineer NITK 2024,"National Institute of Technology Karnataka (NITK), Surathkal",https://unstop.com/hackathons/hackathon-at-engineer-nitk-2024-engineer-nitk-nitk-surathkal-1175755,2024-10-08 18:00:00,,recent,64,1970-01-01 00:00:00.000000005,7898,"Hackathon, Coding Challenge, College Festival, Entrepreneurship, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, College Festival, Entrepreneurship, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline,-20005,0,7962,1
Code Relay,Chandigarah University,https://unstop.com/hackathons/code-relay-chandigarah-university-1175892,2024-10-08 00:00:00,,recent,48,1970-01-01 00:00:00.000000008,9958,"Coding Challenge, Hackathon, Designing, All","Coding Challenge, Hackathon, Designing, All",offline,-20004,0,10006,1
Competitive Programming,Women in Tech-NIT Srinagar,https://unstop.com/hackathons/competitive-programming-techvaganza-24-women-in-tech-nit-srinagar-1175837,2024-10-07 17:00:00,,recent,10,1970-01-01 00:00:00.000000003,6279,"Engineering Students, Undergraduate, Coding Challenge, College Festival","Engineering Students, Undergraduate, Coding Challenge, College Festival",online,-20004,1,6289,1
StringMasters,Mozilla Firefox Club,https://unstop.com/hackathons/stringmasters-mozilla-firefox-club-1175654,2024-10-08 00:00:00,hackathons,recent,51,2099-12-31 00:00:00.000000000,2348,"All, Coding Challenge","All, Coding Challenge",offline,27477,0,2399,1
MUJ Hacks 9.0,"Manipal University Jaipur, Jaipur, Rajasthan, India",https://unstop.com/hackathons/muj-hacks-90-elicit24-manipal-university-jaipur-jaipur-rajasthan-india-1164635,2024-09-26 00:00:00,,recent,157,1970-01-01 00:00:00.000000002,17158,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Coding Challenge, College Festival, Hackathon","Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Coding Challenge, College Festival, Hackathon",online,-19992,1,17315,1
International Innovation Challenge(Hackathon),Manipal University Jaipur,https://unstop.com/hackathons/international-innovation-challengehackathon-manipal-university-jaipur-1174688,2024-10-04 00:00:00,,recent,27,1970-01-01 00:00:00.000000009,17133,"Coding Challenge, College Festival, Entrepreneurship, Hackathon, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, School Students","Coding Challenge, College Festival, Entrepreneurship, Hackathon, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, School Students",offline,-20000,0,17160,1
i.mobilothon 4.0,Volkswagen Group Technology Solutions India,https://unstop.com/hackathons/imobilothon-40-volkswagen-group-technology-solutions-india-1172855,2024-10-01 00:00:00,hackathons,recent,12820,1970-01-01 00:00:00.000000009,45218,"Postgraduate, Engineering Students, Undergraduate, Case Study","Postgraduate, Engineering Students, Undergraduate, Case Study",online,-19997,1,58038,1
Xenethon,Government College of Engineering Keonjhar,https://unstop.com/hackathons/xenethon-government-college-of-engineering-keonjhar-1175384,2024-10-07 00:00:00,hackathons,recent,64,1970-01-01 00:00:00.000000011,14724,"Hackathon, Coding Challenge, Engineering Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, Engineering Students, Undergraduate, Postgraduate",offline,-20003,0,14788,1
Hack2Hire,SkillMingle.in,https://unstop.com/hackathons/hack2hire-skillminglein-1174817,2024-10-04 00:00:00,hackathons,recent,752,1970-01-01 00:00:00.000000011,23639,"Hackathon, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",online,-20000,1,24391,1
Cross Connect Creatify,Chandigarh university mohali,https://unstop.com/hackathons/cross-connect-creatify-chandigarh-university-mohali-1174936,2024-10-06 00:00:00,,recent,33,1970-01-01 00:00:00.000000008,21548,"Presentation, All","Presentation, All",offline,-20002,0,21581,1
CSS Battles 2024,Institution of Engineering and Technology (IET),https://unstop.com/hackathons/css-battles-2024-institution-of-engineering-and-technology-iet-1174926,2024-10-06 00:00:00,hackathons,recent,56,1970-01-01 00:00:00.000000011,21573,"Coding Challenge, College Festival, Designing, Engineering Students, Postgraduate, Undergraduate","Coding Challenge, College Festival, Designing, Engineering Students, Postgraduate, Undergraduate",offline,-20002,0,21629,1
Hackwarts : Mumbai ka Magic,Shree L R Tiwari College of Engineering,https://unstop.com/hackathons/hackwarts-mumbai-ka-magic-shree-l-r-tiwari-college-of-engineering-1173245,2024-10-02 00:00:00,hackathons,recent,273,2099-12-31 00:00:00.000000000,25671,"School Students, Hackathon, Coding Challenge, Entrepreneurship, Marketing, Strategy, Engineering Students, MBA Students, Undergraduate, Postgraduate","School Students, Hackathon, Coding Challenge, Entrepreneurship, Marketing, Strategy, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline,27483,0,25944,1
Generative AI Contest 2024,"Chandigarh University (CU), Ajitgarh, Punjab",https://unstop.com/hackathons/generative-ai-contest-2024-chandigarh-university-cu-ajitgarh-punjab-1174696,2024-10-05 00:00:00,,recent,113,1970-01-01 00:00:00.000000009,18236,"College Festival, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","College Festival, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline,-20001,0,18349,1
Winter Coding Contest 4.0,"Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering & Technology, Telangana",https://unstop.com/hackathons/winter-coding-contest-40-vallurupalli-nageswara-rao-vignana-jyothi-institute-of-engineering-technology-telang-1168884,2024-09-25 00:00:00,hackathons,recent,943,1970-01-01 00:00:00.000000009,24814,"Engineering Students, Undergraduate, Coding Challenge, College Festival, Fellowships","Engineering Students, Undergraduate, Coding Challenge, College Festival, Fellowships",online,-19991,1,25757,1
Ideathon 1.0,"Vidyavardhini's College of Engineering and Technology, Vasai",https://unstop.com/hackathons/ideathon-10-vidyavardhinis-college-of-engineering-and-technology-vasai-1174352,2024-10-04 00:00:00,hackathons,recent,93,1970-01-01 00:00:00.000000008,21232,"Business Plan, Paper Presentation, Marketing, Entrepreneurship, Poster Making, Engineering Students, MBA Students, Undergraduate, Postgraduate","Business Plan, Paper Presentation, Marketing, Entrepreneurship, Poster Making, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline,-20000,0,21325,1
Innovarium 2024,"Sri Krishna College of Engineering and Technology (SKCET), Coimbatore",https://unstop.com/hackathons/innovarium-2024-sri-krishna-college-of-engineering-and-technology-skcet-coimbatore-1174005,2024-10-03 00:00:00,hackathons,recent,438,1970-01-01 00:00:00.000000002,25239,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline,-19999,0,25677,1
Coding Enigma,Weskill.org,https://unstop.com/hackathons/coding-enigma-weskillorg-1173865,2024-10-03 00:00:00,,recent,1345,1970-01-01 00:00:00.000000007,31694,"Coding Challenge, Engineering Students, MBA Students, Postgraduate, Undergraduate, Fresher","Coding Challenge, Engineering Students, MBA Students, Postgraduate, Undergraduate, Fresher",online,-19999,1,33039,1
